2026-06-26 10:09:18 | INFO     | app:3 | 🎬 [MASTER] Hệ thống Logger toàn cục theo phiên đã kích hoạt!
2026-06-26 10:09:18 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.11:8000
2026-06-26 10:09:18 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.11:8000
2026-06-26 10:09:18 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-26 10:09:18 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-26 10:09:22 | INFO     | _internal:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://10.40.91.11:5000
2026-06-26 10:09:22 | INFO     | _internal:97 | [33mPress CTRL+C to quit[0m
2026-06-26 10:09:23 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-26 10:09:24 | DEBUG    | server_yolo:24 | {'server_id': 'SV_001', 'cpu_usage': 9.6, 'has_gpu': True, 'gpu_usage': 0, 'vram_free_gb': 3.23}
2026-06-26 10:09:24 | INFO     | _internal:97 | 10.40.91.11 - - [26/Jun/2026 10:09:24] "POST /api/heartbeat HTTP/1.1" 200 -
2026-06-26 10:09:30 | DEBUG    | server_yolo:24 | {'server_id': 'SV_001', 'cpu_usage': 22.6, 'has_gpu': True, 'gpu_usage': 0, 'vram_free_gb': 3.23}
2026-06-26 10:09:30 | INFO     | _internal:97 | 10.40.91.11 - - [26/Jun/2026 10:09:30] "POST /api/heartbeat HTTP/1.1" 200 -
2026-06-26 10:09:30 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.11:8000
2026-06-26 10:09:32 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-26 10:09:36 | DEBUG    | server_yolo:24 | {'server_id': 'SV_001', 'cpu_usage': 15.9, 'has_gpu': True, 'gpu_usage': 0, 'vram_free_gb': 3.23}
2026-06-26 10:09:36 | INFO     | _internal:97 | 10.40.91.11 - - [26/Jun/2026 10:09:36] "POST /api/heartbeat HTTP/1.1" 200 -
2026-06-26 10:09:37 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-26 10:09:42 | DEBUG    | server_yolo:24 | {'server_id': 'SV_001', 'cpu_usage': 19.6, 'has_gpu': True, 'gpu_usage': 0, 'vram_free_gb': 3.23}
2026-06-26 10:09:42 | INFO     | _internal:97 | 10.40.91.11 - - [26/Jun/2026 10:09:42] "POST /api/heartbeat HTTP/1.1" 200 -
2026-06-26 10:09:46 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-26 10:09:48 | DEBUG    | server_yolo:24 | {'server_id': 'SV_001', 'cpu_usage': 13.4, 'has_gpu': True, 'gpu_usage': 0, 'vram_free_gb': 3.23}
2026-06-26 10:09:48 | INFO     | _internal:97 | 10.40.91.11 - - [26/Jun/2026 10:09:48] "POST /api/heartbeat HTTP/1.1" 200 -
2026-06-26 10:09:52 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-26 10:09:53 | DEBUG    | connectionpool:544 | http://10.40.91.11:8000 "POST /api/sync_cameras HTTP/1.1" 200 203
