2026-06-30 20:16:05 | INFO     | app:3 | 🎬 [MASTER] Hệ thống Logger toàn cục theo phiên đã kích hoạt!
2026-06-30 20:17:30 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-30 20:17:31 | DEBUG    | camRepository:170 | file E:\FullStack_developer\projects\camera\Backend\master-node\state.json
2026-06-30 20:17:31 | INFO     | camRepository:178 | Đã lấy được 51 camera đang pending.
2026-06-30 20:17:31 | DEBUG    | server_yolo_service:149 | [🔄] Phát hiện 51 Camera bơ vơ. Bắt đầu chia lại bài...
2026-06-30 20:17:31 | INFO     | server_yolo_service:154 | [❌] Không có server nào đang rảnh để chia...
2026-06-30 20:17:40 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-30 20:17:41 | DEBUG    | camRepository:170 | file E:\FullStack_developer\projects\camera\Backend\master-node\state.json
2026-06-30 20:17:41 | INFO     | camRepository:178 | Đã lấy được 51 camera đang pending.
2026-06-30 20:17:41 | DEBUG    | server_yolo_service:149 | [🔄] Phát hiện 51 Camera bơ vơ. Bắt đầu chia lại bài...
2026-06-30 20:17:41 | INFO     | server_yolo_service:154 | [❌] Không có server nào đang rảnh để chia...
2026-06-30 20:17:51 | DEBUG    | camRepository:170 | file E:\FullStack_developer\projects\camera\Backend\master-node\state.json
2026-06-30 20:17:51 | INFO     | camRepository:178 | Đã lấy được 51 camera đang pending.
2026-06-30 20:17:51 | DEBUG    | server_yolo_service:149 | [🔄] Phát hiện 51 Camera bơ vơ. Bắt đầu chia lại bài...
2026-06-30 20:17:51 | INFO     | server_yolo_service:154 | [❌] Không có server nào đang rảnh để chia...
2026-06-30 20:17:55 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-30 20:18:01 | DEBUG    | camRepository:170 | file E:\FullStack_developer\projects\camera\Backend\master-node\state.json
2026-06-30 20:18:01 | INFO     | camRepository:178 | Đã lấy được 51 camera đang pending.
2026-06-30 20:18:01 | DEBUG    | server_yolo_service:149 | [🔄] Phát hiện 51 Camera bơ vơ. Bắt đầu chia lại bài...
2026-06-30 20:18:01 | INFO     | server_yolo_service:154 | [❌] Không có server nào đang rảnh để chia...
2026-06-30 20:18:05 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-30 20:18:11 | DEBUG    | camRepository:170 | file E:\FullStack_developer\projects\camera\Backend\master-node\state.json
2026-06-30 20:18:11 | INFO     | camRepository:178 | Đã lấy được 51 camera đang pending.
2026-06-30 20:18:11 | DEBUG    | server_yolo_service:149 | [🔄] Phát hiện 51 Camera bơ vơ. Bắt đầu chia lại bài...
2026-06-30 20:18:11 | INFO     | server_yolo_service:154 | [❌] Không có server nào đang rảnh để chia...
