2026-06-30 20:16:05 | INFO     | app:3 | 🎬 [MASTER] Hệ thống Logger toàn cục theo phiên đã kích hoạt!
2026-06-30 20:16:11 | INFO     | app:78 | ==================================================
2026-06-30 20:16:11 | INFO     | app:79 |  🌟 Face Recognition Attendance System (Flask + FastAPI)
2026-06-30 20:16:11 | INFO     | app:80 | ==================================================
2026-06-30 20:16:11 | INFO     | app:70 | 🚀 Đang khởi động hệ thống...
2026-06-30 20:16:11 | DEBUG    | camRepository:170 | file E:\FullStack_developer\projects\camera\Backend\master-node\state.json
2026-06-30 20:16:11 | INFO     | camRepository:178 | Đã lấy được 51 camera đang pending.
2026-06-30 20:16:11 | DEBUG    | server_yolo_service:149 | [🔄] Phát hiện 51 Camera bơ vơ. Bắt đầu chia lại bài...
2026-06-30 20:16:11 | INFO     | server_yolo_service:154 | [❌] Không có server nào đang rảnh để chia...
2026-06-30 20:16:15 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-30 20:16:15 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-30 20:16:15 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.90.11:8000
2026-06-30 20:16:18 | INFO     | app:101 |  🚀 Đang chạy Server tại: http://localhost:5000
2026-06-30 20:16:18 | DEBUG    | proactor_events:634 | Using proactor: IocpProactor
2026-06-30 20:16:19 | INFO     | websocket_service:48 | 🛸 [MASTER] Trạm thu thập AI đã mở tại cổng 5558, chờ Worker ném data tới...
2026-06-30 20:16:21 | DEBUG    | camRepository:170 | file E:\FullStack_developer\projects\camera\Backend\master-node\state.json
2026-06-30 20:16:21 | INFO     | camRepository:178 | Đã lấy được 51 camera đang pending.
2026-06-30 20:16:21 | DEBUG    | server_yolo_service:149 | [🔄] Phát hiện 51 Camera bơ vơ. Bắt đầu chia lại bài...
2026-06-30 20:16:21 | INFO     | server_yolo_service:154 | [❌] Không có server nào đang rảnh để chia...
2026-06-30 20:16:25 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-30 20:16:31 | DEBUG    | camRepository:170 | file E:\FullStack_developer\projects\camera\Backend\master-node\state.json
2026-06-30 20:16:31 | INFO     | camRepository:178 | Đã lấy được 51 camera đang pending.
2026-06-30 20:16:31 | DEBUG    | server_yolo_service:149 | [🔄] Phát hiện 51 Camera bơ vơ. Bắt đầu chia lại bài...
2026-06-30 20:16:31 | INFO     | server_yolo_service:154 | [❌] Không có server nào đang rảnh để chia...
2026-06-30 20:16:40 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-30 20:16:41 | DEBUG    | camRepository:170 | file E:\FullStack_developer\projects\camera\Backend\master-node\state.json
2026-06-30 20:16:41 | INFO     | camRepository:178 | Đã lấy được 51 camera đang pending.
2026-06-30 20:16:41 | DEBUG    | server_yolo_service:149 | [🔄] Phát hiện 51 Camera bơ vơ. Bắt đầu chia lại bài...
2026-06-30 20:16:41 | INFO     | server_yolo_service:154 | [❌] Không có server nào đang rảnh để chia...
2026-06-30 20:16:50 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-30 20:16:51 | DEBUG    | camRepository:170 | file E:\FullStack_developer\projects\camera\Backend\master-node\state.json
2026-06-30 20:16:51 | INFO     | camRepository:178 | Đã lấy được 51 camera đang pending.
2026-06-30 20:16:51 | DEBUG    | server_yolo_service:149 | [🔄] Phát hiện 51 Camera bơ vơ. Bắt đầu chia lại bài...
2026-06-30 20:16:51 | INFO     | server_yolo_service:154 | [❌] Không có server nào đang rảnh để chia...
2026-06-30 20:17:01 | DEBUG    | camRepository:170 | file E:\FullStack_developer\projects\camera\Backend\master-node\state.json
2026-06-30 20:17:01 | INFO     | camRepository:178 | Đã lấy được 51 camera đang pending.
2026-06-30 20:17:01 | DEBUG    | server_yolo_service:149 | [🔄] Phát hiện 51 Camera bơ vơ. Bắt đầu chia lại bài...
2026-06-30 20:17:01 | INFO     | server_yolo_service:154 | [❌] Không có server nào đang rảnh để chia...
2026-06-30 20:17:05 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-30 20:17:11 | DEBUG    | camRepository:170 | file E:\FullStack_developer\projects\camera\Backend\master-node\state.json
2026-06-30 20:17:11 | INFO     | camRepository:178 | Đã lấy được 51 camera đang pending.
2026-06-30 20:17:11 | DEBUG    | server_yolo_service:149 | [🔄] Phát hiện 51 Camera bơ vơ. Bắt đầu chia lại bài...
2026-06-30 20:17:11 | INFO     | server_yolo_service:154 | [❌] Không có server nào đang rảnh để chia...
2026-06-30 20:17:15 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
2026-06-30 20:17:21 | DEBUG    | camRepository:170 | file E:\FullStack_developer\projects\camera\Backend\master-node\state.json
2026-06-30 20:17:21 | INFO     | camRepository:178 | Đã lấy được 51 camera đang pending.
2026-06-30 20:17:21 | DEBUG    | server_yolo_service:149 | [🔄] Phát hiện 51 Camera bơ vơ. Bắt đầu chia lại bài...
2026-06-30 20:17:21 | INFO     | server_yolo_service:154 | [❌] Không có server nào đang rảnh để chia...
2026-06-30 20:17:25 | DEBUG    | connectionpool:241 | Starting new HTTP connection (1): 10.40.91.141:5100
